,customer,response,coverage,education,effective_to_date,employment_status,gender,location_code,renew_offer_type,vehicle_size,customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount,day,month,year,claim_amount_bin,state_Arizona,state_California,state_Nevada,state_Oregon,state_Washington,marital_status_Divorced,marital_status_Married,marital_status_Single,policy_type_Corporate,policy_type_Personal,policy_type_Special,policy_number_L1,policy_number_L2,policy_number_L3,sales_channel_Agent,sales_channel_Branch,sales_channel_Call Center,sales_channel_Web,vehicle_class_Four-Door Car,vehicle_class_Luxury Car,vehicle_class_Luxury SUV,vehicle_class_SUV,vehicle_class_Sports Car,vehicle_class_Two-Door Car,coverage_ordinal,employment_status_ordinal,location_code_ordinal,vehicle_size_ordinal
4133,YJ96611,No,Basic,High School or Below,2011-02-26,Unemployed,F,Suburban,Offer1,Medsize,7180.283897,0,104,30,96,0,3,1210.245916,26,2,2011,Outliers,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,0,0,1,1
4165,QI69873,No,Extended,Master,2011-01-11,Disabled,M,Suburban,Offer4,Small,15063.50118,19132,207,25,15,0,3,1008.569798,11,1,2011,Outliers,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,1,0,1,0
4202,IV32877,No,Basic,Bachelor,2011-01-08,Unemployed,M,Suburban,Offer4,Medsize,6857.519928,0,101,31,1,0,3,1021.719397,8,1,2011,Outliers,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,0,0,1,1
4220,KE10223,No,Premium,Bachelor,2011-01-17,Unemployed,M,Suburban,Offer3,Medsize,12255.12414,0,177,0,6,0,7,1274.4,17,1,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,2,0,1,1
4221,QS29824,No,Extended,College,2011-01-30,Unemployed,M,Suburban,Offer2,Medsize,9624.938903,0,134,26,88,0,4,964.8,30,1,2011,Outliers,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,1,0,1,1
4231,RX50446,No,Premium,High School or Below,2011-02-17,Disabled,F,Suburban,Offer2,Medsize,8365.963454,27042,110,17,3,0,7,1263.325007,17,2,2011,Outliers,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,2,0,1,1
4272,SE30128,No,Extended,High School or Below,2011-01-18,Unemployed,M,Suburban,Offer1,Medsize,4832.117309,0,139,6,9,0,1,1000.8,18,1,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,1,0,1,1
4298,HB29169,No,Premium,Bachelor,2011-01-01,Unemployed,F,Suburban,Offer1,Medsize,42462.96794,0,281,16,92,1,2,1499.806352,1,1,2011,Outliers,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,2,0,1,1
4319,KF88603,No,Extended,High School or Below,2011-01-17,Unemployed,M,Suburban,Offer1,Medsize,9700.35416,0,138,23,54,0,3,993.6,17,1,2011,Outliers,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,1,0,1,1
4322,JP40952,No,Basic,High School or Below,2011-02-25,Unemployed,M,Suburban,Offer3,Medsize,3398.052277,0,101,4,60,0,1,1183.780098,25,2,2011,Outliers,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,0,0,1,1
4330,CD56261,No,Basic,High School or Below,2011-02-13,Unemployed,F,Suburban,Offer2,Medsize,7432.203079,0,102,16,34,0,5,1037.274096,13,2,2011,Outliers,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,0,0,1,1
4331,OG72448,No,Premium,Bachelor,2011-01-28,Unemployed,M,Suburban,Offer2,Small,8150.573759,0,114,11,20,0,3,1310.46158,28,1,2011,Outliers,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,2,0,1,0
4341,NN53003,No,Basic,College,2011-02-17,Medical Leave,M,Suburban,Offer1,Medsize,13258.17973,20754,184,19,15,0,7,1324.8,17,2,2011,Outliers,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,0,0,1,1
4342,LF94873,No,Premium,College,2011-02-23,Unemployed,F,Suburban,Offer3,Medsize,13045.37088,0,190,21,35,1,7,1654.202174,23,2,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,2,0,1,1
4350,ED63600,No,Extended,College,2011-02-25,Unemployed,M,Suburban,Offer1,Medsize,22062.54841,0,225,26,53,0,2,1620.0,25,2,2011,Outliers,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,1,0,1,1
4388,XZ62712,No,Extended,High School or Below,2011-01-29,Employed,F,Suburban,Offer1,Medsize,44468.02303,32948,127,20,46,1,2,1428.972913,29,1,2011,Outliers,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,1,2,1,1
4392,XU57332,No,Basic,College,2011-02-10,Employed,F,Suburban,Offer1,Medsize,8736.501241,53173,112,30,57,0,4,1169.409787,10,2,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,0,2,1,1
4436,JD82896,No,Extended,High School or Below,2011-02-04,Unemployed,F,Suburban,Offer2,Medsize,4896.261605,0,139,5,29,0,1,1000.8,4,2,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,1,0,1,1
4442,SS13550,No,Basic,High School or Below,2011-02-04,Unemployed,M,Suburban,Offer2,Large,6745.248379,0,192,1,27,0,1,1921.248929,4,2,2011,Outliers,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,0,0,1,2
4443,AA34092,No,Extended,College,2011-02-11,Employed,M,Suburban,Offer1,Medsize,28799.95415,33635,240,1,23,0,2,1152.0,11,2,2011,Outliers,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,1,2,1,1
4483,GD84658,No,Extended,High School or Below,2011-02-01,Unemployed,F,Suburban,Offer1,Medsize,35984.10457,0,129,2,69,0,2,1267.549091,1,2,2011,Outliers,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,1,0,1,1
4498,ER24015,No,Premium,College,2011-02-11,Employed,M,Suburban,Offer2,Medsize,6930.625422,29318,198,29,96,5,1,1386.824722,11,2,2011,Outliers,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,2,2,1,1
4540,UH32376,No,Premium,Bachelor,2011-01-02,Medical Leave,M,Suburban,Offer1,Small,4037.547258,21586,106,6,5,0,1,1056.291709,2,1,2011,Outliers,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,2,0,1,0
4567,UE10014,No,Basic,High School or Below,2011-02-08,Unemployed,M,Suburban,Offer1,Small,12866.89474,0,189,24,93,0,6,1415.579302,8,2,2011,Outliers,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,0,0,1,0
4572,KI70852,No,Basic,Bachelor,2011-02-27,Unemployed,F,Suburban,Offer1,Small,3569.864625,0,101,12,38,0,1,1201.085226,27,2,2011,Outliers,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,0,0,1,0
4583,CP38401,No,Extended,High School or Below,2011-01-31,Unemployed,M,Suburban,Offer1,Medsize,8501.652884,0,136,20,98,3,6,979.2,31,1,2011,Outliers,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,1,1
4597,AM32820,No,Basic,Bachelor,2011-01-29,Unemployed,M,Suburban,Offer2,Medsize,3709.919724,0,112,13,33,0,1,1082.898726,29,1,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,0,0,1,1
4635,XX31571,No,Extended,High School or Below,2011-01-15,Unemployed,M,Suburban,Offer3,Medsize,16728.34386,0,237,1,29,0,5,1706.4,15,1,2011,Outliers,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,1,0,1,1
4668,YW60802,No,Basic,High School or Below,2011-02-11,Unemployed,F,Suburban,Offer1,Small,4117.37239,0,116,19,99,0,1,1301.796063,11,2,2011,Outliers,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,0,0,1,0
4682,NF20746,No,Basic,Bachelor,2011-01-18,Unemployed,F,Suburban,Offer2,Medsize,13061.51639,0,180,4,45,0,6,1474.267145,18,1,2011,Outliers,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,0,0,1,1
4719,BN13780,No,Extended,Bachelor,2011-02-23,Unemployed,F,Suburban,Offer1,Medsize,18065.27192,0,234,11,26,0,7,1135.141469,23,2,2011,Outliers,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,1,0,1,1
4748,HU99414,No,Extended,High School or Below,2011-02-02,Unemployed,M,Suburban,Offer2,Small,14246.14841,0,207,13,68,0,6,1490.4,2,2,2011,Outliers,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,1,0,1,0
4781,VN73653,No,Basic,College,2011-02-13,Unemployed,M,Suburban,Offer3,Medsize,6423.739052,0,188,5,67,0,1,1621.560425,13,2,2011,Outliers,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,0,0,1,1
4797,VL51487,No,Extended,High School or Below,2011-01-19,Employed,M,Suburban,Offer1,Large,21768.69952,35124,137,18,46,0,2,986.4,19,1,2011,Outliers,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,1,2,1,2
4808,VV47792,Yes,Extended,College,2011-02-13,Employed,F,Suburban,Offer1,Small,25807.063,71210,214,8,89,1,2,1027.2,13,2,2011,Outliers,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,1,2,1,0
4820,PU21485,No,Premium,Bachelor,2011-02-18,Unemployed,F,Suburban,Offer1,Small,11158.12643,0,161,19,71,0,9,1159.2,18,2,2011,Outliers,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,2,0,1,0
4833,CX65318,No,Extended,Master,2011-02-14,Employed,M,Suburban,Offer1,Medsize,17420.56565,31737,218,17,2,0,3,1046.4,14,2,2011,Outliers,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,1,2,1,1
4836,CF50291,No,Premium,College,2011-02-20,Unemployed,F,Suburban,Offer1,Small,4272.80504,0,114,0,75,0,1,1343.619461,20,2,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,2,0,1,0
4837,VF35858,No,Basic,Bachelor,2011-02-16,Employed,M,Suburban,Offer3,Medsize,15284.33065,48885,190,31,90,0,9,1090.122048,16,2,2011,Outliers,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,0,2,1,1
4841,DV51398,No,Extended,High School or Below,2011-02-15,Unemployed,M,Suburban,Offer2,Medsize,8827.229838,0,123,35,38,1,3,1088.38378,15,2,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,1,0,1,1
4848,ZW93288,Yes,Extended,Master,2011-02-20,Employed,F,Suburban,Offer2,Medsize,19160.98994,22705,239,19,59,0,7,1294.700423,20,2,2011,Outliers,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,1,2,1,1
4856,MC30750,Yes,Premium,Master,2011-02-13,Disabled,F,Suburban,Offer1,Medsize,13736.1325,16181,181,22,79,0,8,1261.319869,13,2,2011,Outliers,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,2,0,1,1
4862,LK70293,No,Premium,High School or Below,2011-02-18,Unemployed,F,Suburban,Offer1,Large,17793.60797,0,118,26,43,0,2,1118.990694,18,2,2011,Outliers,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,2,0,1,2
4863,FY24370,No,Basic,Bachelor,2011-02-14,Unemployed,M,Suburban,Offer1,Medsize,12944.18562,0,191,27,49,0,3,1375.2,14,2,2011,Outliers,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,0,0,1,1
4888,IT92328,No,Premium,High School or Below,2011-02-22,Unemployed,M,Suburban,Offer1,Medsize,9350.872287,0,275,3,64,1,1,1980.0,22,2,2011,Outliers,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,2,0,1,1
4898,DY35486,No,Basic,High School or Below,2011-01-29,Unemployed,M,Suburban,Offer1,Large,19957.79034,0,187,1,7,0,2,1346.4,29,1,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,0,0,1,2
4915,DU50092,No,Premium,College,2011-01-24,Employed,F,Suburban,Offer4,Medsize,56675.93768,77237,283,33,93,0,2,1358.4,24,1,2011,Outliers,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,2,2,1,1
4930,IV94496,No,Extended,High School or Below,2011-01-27,Employed,M,Suburban,Offer1,Medsize,43217.21611,51504,220,30,99,0,2,2552.343856,27,1,2011,Outliers,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,1,2,1,1
4944,WL85494,No,Extended,College,2011-02-17,Employed,M,Suburban,Offer2,Medsize,41075.42879,21988,209,12,62,0,2,1003.2,17,2,2011,Outliers,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,1,2,1,1
4962,GQ17441,No,Basic,High School or Below,2011-01-06,Unemployed,M,Suburban,Offer2,Large,3651.69247,0,110,7,70,0,1,1265.387328,6,1,2011,Outliers,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,0,0,1,2
4964,LX33054,No,Basic,High School or Below,2011-02-07,Unemployed,M,Suburban,Offer3,Medsize,6758.807188,0,191,22,38,0,1,2042.569089,7,2,2011,Outliers,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,0,0,1,1
4967,KA29693,No,Basic,College,2011-01-13,Medical Leave,M,Suburban,Offer2,Medsize,11513.35549,16266,100,11,23,0,2,1177.323534,13,1,2011,Outliers,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,0,0,1,1
4996,GB68813,No,Premium,Bachelor,2011-02-08,Medical Leave,F,Suburban,Offer2,Small,8502.237137,12843,111,6,47,0,3,1143.494486,8,2,2011,Outliers,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,2,0,1,0
5001,IL25109,No,Premium,High School or Below,2011-01-29,Employed,M,Suburban,Offer1,Large,12521.42105,39007,105,29,16,0,2,1023.844984,29,1,2011,Outliers,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,2,2,1,2
5024,WP34496,No,Basic,High School or Below,2011-01-20,Unemployed,M,Suburban,Offer1,Large,24552.8746,0,118,18,66,1,2,966.541071,20,1,2011,Outliers,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,0,0,1,2
5028,RZ14993,No,Premium,High School or Below,2011-01-29,Unemployed,F,Suburban,Offer1,Medsize,11572.10339,0,166,4,49,0,4,1195.2,29,1,2011,Outliers,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,2,0,1,1
5057,ZO30377,No,Premium,High School or Below,2011-01-01,Unemployed,M,Suburban,Offer2,Medsize,3472.369996,0,102,25,48,0,1,976.112456,1,1,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,2,0,1,1
5063,VU47281,No,Premium,Bachelor,2011-02-19,Unemployed,F,Suburban,Offer1,Medsize,5745.41663,0,165,27,38,0,1,1853.202354,19,2,2011,Outliers,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,2,0,1,1
5073,QD86271,No,Basic,High School or Below,2011-01-21,Medical Leave,M,Suburban,Offer1,Medsize,12022.38645,25918,104,7,30,0,2,996.775536,21,1,2011,Outliers,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,0,0,1,1
5074,ZD75163,No,Premium,High School or Below,2011-02-14,Unemployed,M,Suburban,Offer4,Medsize,9295.41115,0,261,33,44,0,1,2759.794354,14,2,2011,Outliers,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,2,0,1,1
5077,YE24562,Yes,Extended,College,2011-01-05,Medical Leave,M,Suburban,Offer2,Small,3508.569533,20978,98,19,96,1,1,1176.2788,5,1,2011,Outliers,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,1,0,1,0
5133,ZM52280,No,Basic,Bachelor,2011-02-02,Unemployed,M,Suburban,Offer1,Large,11972.78231,0,186,0,67,2,5,1441.843837,2,2,2011,Outliers,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0,0,1,2
5136,ES97823,No,Extended,Bachelor,2011-02-25,Unemployed,F,Suburban,Offer4,Medsize,24096.23695,0,97,1,40,0,2,1154.635974,25,2,2011,Outliers,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,1,0,1,1
5195,YL81070,No,Extended,High School or Below,2011-02-05,Unemployed,M,Suburban,Offer1,Medsize,14396.24222,0,205,14,63,0,4,1476.0,5,2,2011,Outliers,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,1,0,1,1
5215,CD38665,No,Basic,High School or Below,2011-02-01,Employed,M,Suburban,Offer2,Medsize,14510.44376,41433,183,24,40,0,9,1317.6,1,2,2011,Outliers,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,0,2,1,1
5216,JM30137,No,Extended,College,2011-02-09,Unemployed,F,Suburban,Offer2,Large,16793.9728,0,238,29,90,1,4,1142.4,9,2,2011,Outliers,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,1,0,1,2
5218,LJ35581,No,Premium,Bachelor,2011-02-28,Unemployed,F,Suburban,Offer2,Medsize,10025.91827,0,141,25,27,0,3,1015.2,28,2,2011,Outliers,False,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,2,0,1,1
5226,KT92231,No,Basic,Bachelor,2011-01-02,Unemployed,M,Suburban,Offer1,Medsize,7706.032636,0,107,15,63,0,8,1267.709661,2,1,2011,Outliers,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0,0,1,1
5250,QB26845,No,Basic,Bachelor,2011-01-13,Unemployed,M,Suburban,Offer1,Medsize,11578.12643,0,115,21,46,0,2,1163.620366,13,1,2011,Outliers,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,0,0,1,1
5264,LI77073,No,Premium,College,2011-02-06,Employed,M,Suburban,Offer3,Large,7100.3251,31670,179,33,3,0,1,1288.8,6,2,2011,Outliers,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,2,2,1,2
5274,FJ28407,Yes,Premium,High School or Below,2011-01-26,Unemployed,M,Suburban,Offer2,Medsize,5619.689084,0,153,25,5,0,1,1027.000029,26,1,2011,Outliers,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,2,0,1,1
5279,SK66747,No,Basic,Bachelor,2011-02-22,Employed,M,Suburban,Offer1,Medsize,66025.75407,33481,188,28,46,0,2,1194.892002,22,2,2011,Outliers,False,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,0,2,1,1
5346,MJ25422,No,Basic,College,2011-01-07,Unemployed,F,Suburban,Offer1,Medsize,36695.90627,0,199,7,93,0,2,1062.090461,7,1,2011,Outliers,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,0,0,1,1
5365,SK93727,No,Premium,High School or Below,2011-02-05,Employed,F,Suburban,Offer3,Small,9470.273932,36121,118,7,91,0,4,1107.145019,5,2,2011,Outliers,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,2,2,1,0
5372,AD12500,No,Extended,High School or Below,2011-02-23,Employed,F,Suburban,Offer3,Small,17822.56375,42696,228,17,50,0,9,1273.741085,23,2,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,1,2,1,0
5374,JQ91314,No,Extended,College,2011-02-10,Unemployed,M,Suburban,Offer2,Medsize,3288.6575,0,97,27,17,0,1,1026.315988,10,2,2011,Outliers,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,1,0,1,1
5376,MO21402,Yes,Premium,Master,2011-02-13,Disabled,F,Suburban,Offer1,Medsize,13736.1325,16181,181,22,79,0,8,1261.319869,13,2,2011,Outliers,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,2,0,1,1
5390,LA53648,No,Extended,High School or Below,2011-01-27,Unemployed,F,Suburban,Offer1,Medsize,8992.779137,0,129,13,4,0,7,1059.572464,27,1,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,1,0,1,1
5408,NK82261,No,Extended,High School or Below,2011-01-28,Unemployed,M,Suburban,Offer1,Large,3199.703983,0,94,6,61,0,1,1121.876091,28,1,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,1,0,1,2
5438,BG19572,No,Extended,Bachelor,2011-02-22,Unemployed,F,Suburban,Offer3,Medsize,6117.034997,0,87,16,83,0,8,1032.609293,22,2,2011,Outliers,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,1,0,1,1
5485,AK46006,No,Extended,Bachelor,2011-01-17,Medical Leave,M,Suburban,Offer1,Medsize,36293.14678,18047,242,5,50,0,2,1350.379181,17,1,2011,Outliers,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,1,0,1,1
5508,NY20756,No,Extended,High School or Below,2011-01-28,Employed,M,Suburban,Offer1,Medsize,10209.02324,36568,128,28,34,0,6,978.621302,28,1,2011,Outliers,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,1,2,1,1
5530,YV40022,No,Extended,College,2011-01-18,Unemployed,F,Suburban,Offer1,Medsize,9807.829589,0,135,18,48,0,4,970.456654,18,1,2011,Outliers,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,1,0,1,1
5549,PX27645,No,Extended,Bachelor,2011-01-03,Unemployed,M,Suburban,Offer1,Medsize,8467.369513,0,122,2,73,0,5,1100.088685,3,1,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,1,0,1,1
5593,AK72422,No,Premium,College,2011-02-20,Disabled,M,Suburban,Offer1,Small,29049.71315,21070,195,6,47,0,2,1404.0,20,2,2011,Outliers,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,2,0,1,0
5601,HM33037,No,Basic,Bachelor,2011-01-10,Disabled,M,Suburban,Offer4,Medsize,7609.089616,16233,197,17,68,0,1,1418.4,10,1,2011,Outliers,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,0,0,1,1
5623,CI47242,No,Extended,Bachelor,2011-02-10,Unemployed,M,Suburban,Offer1,Small,9029.940704,0,138,23,93,0,3,1376.958592,10,2,2011,Outliers,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,1,0,1,0
5645,KW31376,No,Basic,High School or Below,2011-02-18,Unemployed,F,Suburban,Offer2,Large,13883.32934,0,197,3,85,0,9,1418.4,18,2,2011,Outliers,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,0,0,1,2
5651,HF67477,No,Basic,High School or Below,2011-01-26,Disabled,M,Suburban,Offer1,Medsize,15096.27023,14909,199,31,95,0,6,1238.077611,26,1,2011,Outliers,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,0,0,1,1
5659,BF55854,No,Premium,College,2011-01-16,Employed,F,Suburban,Offer2,Small,11250.09857,29505,284,2,70,0,1,1979.444237,16,1,2011,Outliers,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,2,2,1,0
5699,FM30352,No,Premium,High School or Below,2011-01-14,Unemployed,F,Suburban,Offer3,Medsize,9095.744565,0,256,30,32,0,1,1943.772393,14,1,2011,Outliers,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,2,0,1,1
5702,FY84962,No,Extended,High School or Below,2011-02-19,Unemployed,M,Suburban,Offer1,Medsize,3059.182181,0,88,5,85,0,1,989.200247,19,2,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,1,0,1,1
5708,KD69941,No,Extended,Bachelor,2011-01-11,Unemployed,M,Suburban,Offer3,Medsize,4941.650159,0,137,17,5,0,1,986.4,11,1,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,1,0,1,1
5713,IM73868,No,Premium,College,2011-01-27,Unemployed,M,Suburban,Offer1,Medsize,10461.58298,0,155,23,62,0,5,1116.0,27,1,2011,Outliers,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,2,0,1,1
5716,FQ61281,No,Extended,High School or Below,2011-01-31,Employed,M,Suburban,Offer1,Small,83325.38119,58958,231,31,74,0,2,1108.8,31,1,2011,Outliers,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,1,2,1,0
5722,TO29918,No,Basic,High School or Below,2011-01-19,Unemployed,F,Suburban,Offer1,Medsize,3833.066768,0,116,34,82,2,1,1397.954723,19,1,2011,Outliers,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0,0,1,1
5725,PD52748,No,Extended,High School or Below,2011-02-12,Unemployed,F,Suburban,Offer1,Medsize,10036.53634,0,134,15,92,1,8,1353.28906,12,2,2011,Outliers,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,1,0,1,1
